Kategori,Isi
Strategi,Rencana Proyek Rahasia Strategis Kode-424
HRD,Data Gaji NIK 8667 atas nama Karyawan-54
Strategi,Rencana Proyek Rahasia Strategis Kode-656
Strategi,Rencana Proyek Rahasia Strategis Kode-325
Keuangan,Transfer Rp 41000000 ke Rekening 34466466
HRD,Data Gaji NIK 4951 atas nama Karyawan-19
Keuangan,Transfer Rp 70000000 ke Rekening 23798729
HRD,Data Gaji NIK 5927 atas nama Karyawan-3
Keuangan,Transfer Rp 85000000 ke Rekening 64349444
HRD,Data Gaji NIK 5647 atas nama Karyawan-81
HRD,Data Gaji NIK 1125 atas nama Karyawan-53
HRD,Data Gaji NIK 5751 atas nama Karyawan-25
Strategi,Rencana Proyek Rahasia Strategis Kode-266
IT Security,Server IP 98.158 API: BPOGTEFGHL
Strategi,Rencana Proyek Rahasia Strategis Kode-853
IT Security,Server IP 248.221 API: JJQISRMLIT
IT Security,Server IP 207.208 API: AWGXRPMXPQ
Strategi,Rencana Proyek Rahasia Strategis Kode-687
Strategi,Rencana Proyek Rahasia Strategis Kode-790
IT Security,Server IP 200.159 API: VPODPYBMSW
HRD,Data Gaji NIK 2651 atas nama Karyawan-63
Keuangan,Transfer Rp 99000000 ke Rekening 48914766
Keuangan,Transfer Rp 38000000 ke Rekening 69029911
Keuangan,Transfer Rp 34000000 ke Rekening 29376239
IT Security,Server IP 131.231 API: SALBQETMDQ
Strategi,Rencana Proyek Rahasia Strategis Kode-940
Strategi,Rencana Proyek Rahasia Strategis Kode-692
Strategi,Rencana Proyek Rahasia Strategis Kode-363
HRD,Data Gaji NIK 1191 atas nama Karyawan-17
IT Security,Server IP 251.16 API: VUOWYFJCBD
Strategi,Rencana Proyek Rahasia Strategis Kode-355
Keuangan,Transfer Rp 11000000 ke Rekening 55919087
IT Security,Server IP 46.253 API: IARJVBFBGA
HRD,Data Gaji NIK 3271 atas nama Karyawan-99
Strategi,Rencana Proyek Rahasia Strategis Kode-931
HRD,Data Gaji NIK 8117 atas nama Karyawan-81
HRD,Data Gaji NIK 5398 atas nama Karyawan-80
Strategi,Rencana Proyek Rahasia Strategis Kode-300
Keuangan,Transfer Rp 42000000 ke Rekening 24737494
HRD,Data Gaji NIK 5040 atas nama Karyawan-73
HRD,Data Gaji NIK 8612 atas nama Karyawan-88
Strategi,Rencana Proyek Rahasia Strategis Kode-922
HRD,Data Gaji NIK 8480 atas nama Karyawan-82
Keuangan,Transfer Rp 38000000 ke Rekening 77607550
IT Security,Server IP 77.118 API: ZKSQTFPNKZ
IT Security,Server IP 167.47 API: TVWCQVCDIG
Keuangan,Transfer Rp 35000000 ke Rekening 49875717
Keuangan,Transfer Rp 8000000 ke Rekening 59533815
Keuangan,Transfer Rp 71000000 ke Rekening 36523447
Keuangan,Transfer Rp 6000000 ke Rekening 68668280
Strategi,Rencana Proyek Rahasia Strategis Kode-535
HRD,Data Gaji NIK 4758 atas nama Karyawan-69
HRD,Data Gaji NIK 7408 atas nama Karyawan-78
Keuangan,Transfer Rp 93000000 ke Rekening 35918609
HRD,Data Gaji NIK 9491 atas nama Karyawan-75
Strategi,Rencana Proyek Rahasia Strategis Kode-211
Strategi,Rencana Proyek Rahasia Strategis Kode-600
HRD,Data Gaji NIK 8744 atas nama Karyawan-56
Strategi,Rencana Proyek Rahasia Strategis Kode-769
IT Security,Server IP 74.2 API: TSBGLLXJCM
HRD,Data Gaji NIK 2531 atas nama Karyawan-86
Strategi,Rencana Proyek Rahasia Strategis Kode-607
IT Security,Server IP 20.106 API: QBRGKNKURW
IT Security,Server IP 46.114 API: FGVFHISBIC
Strategi,Rencana Proyek Rahasia Strategis Kode-883
Strategi,Rencana Proyek Rahasia Strategis Kode-532
IT Security,Server IP 28.80 API: NIONOQMDLQ
Keuangan,Transfer Rp 70000000 ke Rekening 42900880
Keuangan,Transfer Rp 53000000 ke Rekening 31573465
Keuangan,Transfer Rp 68000000 ke Rekening 61830110
IT Security,Server IP 219.116 API: XZNGXKXYSJ
Keuangan,Transfer Rp 43000000 ke Rekening 13389839
Keuangan,Transfer Rp 3000000 ke Rekening 51297069
Keuangan,Transfer Rp 32000000 ke Rekening 91271476
Strategi,Rencana Proyek Rahasia Strategis Kode-567
HRD,Data Gaji NIK 6606 atas nama Karyawan-87
IT Security,Server IP 57.47 API: EZGQKCBXKK
Keuangan,Transfer Rp 37000000 ke Rekening 18825627
Strategi,Rencana Proyek Rahasia Strategis Kode-785
IT Security,Server IP 1.102 API: DHXEONDFDP
Strategi,Rencana Proyek Rahasia Strategis Kode-536
Strategi,Rencana Proyek Rahasia Strategis Kode-267
IT Security,Server IP 182.64 API: IDCYAWRISN
HRD,Data Gaji NIK 1066 atas nama Karyawan-8
Strategi,Rencana Proyek Rahasia Strategis Kode-749
Keuangan,Transfer Rp 49000000 ke Rekening 33490915
Strategi,Rencana Proyek Rahasia Strategis Kode-306
IT Security,Server IP 110.193 API: BLJJQWXRMU
Strategi,Rencana Proyek Rahasia Strategis Kode-140
HRD,Data Gaji NIK 8392 atas nama Karyawan-64
Keuangan,Transfer Rp 45000000 ke Rekening 93015978
Keuangan,Transfer Rp 36000000 ke Rekening 94348388
IT Security,Server IP 158.83 API: RIAZQLDFVO
IT Security,Server IP 135.30 API: LCFUVHGPBQ
Keuangan,Transfer Rp 12000000 ke Rekening 41785226
HRD,Data Gaji NIK 2453 atas nama Karyawan-62
IT Security,Server IP 58.95 API: AGZUFEXXLY
Keuangan,Transfer Rp 42000000 ke Rekening 60599676
HRD,Data Gaji NIK 8449 atas nama Karyawan-65
IT Security,Server IP 129.109 API: JUSUIJNXHS
Strategi,Rencana Proyek Rahasia Strategis Kode-722
HRD,Data Gaji NIK 2650 atas nama Karyawan-64
IT Security,Server IP 187.157 API: RELEIEAJPW
HRD,Data Gaji NIK 9770 atas nama Karyawan-11
HRD,Data Gaji NIK 1213 atas nama Karyawan-49
IT Security,Server IP 84.80 API: CFOCPTKOKL
HRD,Data Gaji NIK 6102 atas nama Karyawan-81
HRD,Data Gaji NIK 7112 atas nama Karyawan-70
Keuangan,Transfer Rp 40000000 ke Rekening 59671536
HRD,Data Gaji NIK 1261 atas nama Karyawan-11
Keuangan,Transfer Rp 88000000 ke Rekening 33585339
HRD,Data Gaji NIK 4161 atas nama Karyawan-17
HRD,Data Gaji NIK 2330 atas nama Karyawan-16
IT Security,Server IP 82.70 API: ZUARNCDBOG
Strategi,Rencana Proyek Rahasia Strategis Kode-808
Keuangan,Transfer Rp 33000000 ke Rekening 85718856
Strategi,Rencana Proyek Rahasia Strategis Kode-263
HRD,Data Gaji NIK 9651 atas nama Karyawan-98
Strategi,Rencana Proyek Rahasia Strategis Kode-401
HRD,Data Gaji NIK 2257 atas nama Karyawan-49
HRD,Data Gaji NIK 2505 atas nama Karyawan-88
Strategi,Rencana Proyek Rahasia Strategis Kode-558
HRD,Data Gaji NIK 9594 atas nama Karyawan-90
HRD,Data Gaji NIK 6320 atas nama Karyawan-54
IT Security,Server IP 97.59 API: GQXHNKXMYI
HRD,Data Gaji NIK 1552 atas nama Karyawan-95
Strategi,Rencana Proyek Rahasia Strategis Kode-106
HRD,Data Gaji NIK 3975 atas nama Karyawan-66
Strategi,Rencana Proyek Rahasia Strategis Kode-778
Keuangan,Transfer Rp 94000000 ke Rekening 34948305
IT Security,Server IP 46.134 API: VNDLYCUJUN
HRD,Data Gaji NIK 5015 atas nama Karyawan-51
IT Security,Server IP 145.73 API: OJBNSQSNMF
Strategi,Rencana Proyek Rahasia Strategis Kode-333
Strategi,Rencana Proyek Rahasia Strategis Kode-957
IT Security,Server IP 222.85 API: YQHQTGUBKB
Strategi,Rencana Proyek Rahasia Strategis Kode-792
IT Security,Server IP 28.253 API: QIXAKHXGTN
Keuangan,Transfer Rp 90000000 ke Rekening 42733779
IT Security,Server IP 234.219 API: LNTVDBXDFC
IT Security,Server IP 233.91 API: JYCSQXUDBI
IT Security,Server IP 113.221 API: QWRQXEEMUO
Strategi,Rencana Proyek Rahasia Strategis Kode-732
Strategi,Rencana Proyek Rahasia Strategis Kode-400
Strategi,Rencana Proyek Rahasia Strategis Kode-124
Strategi,Rencana Proyek Rahasia Strategis Kode-939
IT Security,Server IP 16.208 API: AAJNPVIQUV
HRD,Data Gaji NIK 1106 atas nama Karyawan-52
HRD,Data Gaji NIK 8350 atas nama Karyawan-21
Strategi,Rencana Proyek Rahasia Strategis Kode-845
Keuangan,Transfer Rp 32000000 ke Rekening 38782466
IT Security,Server IP 71.35 API: LPRZATGPKD
HRD,Data Gaji NIK 5349 atas nama Karyawan-10
Keuangan,Transfer Rp 83000000 ke Rekening 27367393
IT Security,Server IP 91.27 API: DJDHPTPVKR
Keuangan,Transfer Rp 70000000 ke Rekening 56948478
IT Security,Server IP 133.225 API: GVSNJFUIIZ
IT Security,Server IP 177.45 API: VUYGGGXQMS
HRD,Data Gaji NIK 8849 atas nama Karyawan-93
Keuangan,Transfer Rp 17000000 ke Rekening 55004928
HRD,Data Gaji NIK 7988 atas nama Karyawan-1
IT Security,Server IP 241.247 API: YLXADMUKUD
IT Security,Server IP 217.17 API: QPIFOXALZE
IT Security,Server IP 55.52 API: KAKXTDPKNE
Keuangan,Transfer Rp 14000000 ke Rekening 98420810
IT Security,Server IP 229.204 API: AASETCKIYP
Strategi,Rencana Proyek Rahasia Strategis Kode-916
Keuangan,Transfer Rp 96000000 ke Rekening 96602970
Keuangan,Transfer Rp 59000000 ke Rekening 35522426
Keuangan,Transfer Rp 2000000 ke Rekening 15045649
IT Security,Server IP 7.96 API: LAAZPZJAUN
IT Security,Server IP 175.93 API: FNVHEARMWT
HRD,Data Gaji NIK 1517 atas nama Karyawan-27
Strategi,Rencana Proyek Rahasia Strategis Kode-698
HRD,Data Gaji NIK 6016 atas nama Karyawan-51
HRD,Data Gaji NIK 1158 atas nama Karyawan-3
IT Security,Server IP 89.246 API: KHHHTXGDXO
Keuangan,Transfer Rp 83000000 ke Rekening 85227567
IT Security,Server IP 116.194 API: BKASUNHLVZ
Strategi,Rencana Proyek Rahasia Strategis Kode-471
IT Security,Server IP 232.155 API: YITYKKIHWC
HRD,Data Gaji NIK 6301 atas nama Karyawan-48
Keuangan,Transfer Rp 37000000 ke Rekening 33601173
HRD,Data Gaji NIK 3268 atas nama Karyawan-29
IT Security,Server IP 164.13 API: HUGJWBMBKP
IT Security,Server IP 63.104 API: YCJWXADFZL
IT Security,Server IP 23.242 API: ITRVOQYPHB
Strategi,Rencana Proyek Rahasia Strategis Kode-643
Keuangan,Transfer Rp 56000000 ke Rekening 91542232
IT Security,Server IP 204.228 API: XFODZBUNGM
IT Security,Server IP 199.75 API: PWQPHWSWVQ
HRD,Data Gaji NIK 8896 atas nama Karyawan-27
IT Security,Server IP 189.190 API: YGEVRXSWSN
Keuangan,Transfer Rp 24000000 ke Rekening 76734083
Strategi,Rencana Proyek Rahasia Strategis Kode-905
HRD,Data Gaji NIK 4245 atas nama Karyawan-85
Keuangan,Transfer Rp 18000000 ke Rekening 63822219
HRD,Data Gaji NIK 1439 atas nama Karyawan-39
HRD,Data Gaji NIK 5713 atas nama Karyawan-14
Keuangan,Transfer Rp 60000000 ke Rekening 79962546
HRD,Data Gaji NIK 7428 atas nama Karyawan-44
IT Security,Server IP 201.35 API: OTXTKZSRBZ
Strategi,Rencana Proyek Rahasia Strategis Kode-200
Keuangan,Transfer Rp 21000000 ke Rekening 18615900
Strategi,Rencana Proyek Rahasia Strategis Kode-916
Strategi,Rencana Proyek Rahasia Strategis Kode-332
Strategi,Rencana Proyek Rahasia Strategis Kode-559
Strategi,Rencana Proyek Rahasia Strategis Kode-180
HRD,Data Gaji NIK 1928 atas nama Karyawan-27
HRD,Data Gaji NIK 9362 atas nama Karyawan-50
Keuangan,Transfer Rp 69000000 ke Rekening 21901885
Strategi,Rencana Proyek Rahasia Strategis Kode-200
Keuangan,Transfer Rp 84000000 ke Rekening 93201746
HRD,Data Gaji NIK 6114 atas nama Karyawan-78
Keuangan,Transfer Rp 74000000 ke Rekening 76813590
Strategi,Rencana Proyek Rahasia Strategis Kode-773
HRD,Data Gaji NIK 6440 atas nama Karyawan-37
Keuangan,Transfer Rp 18000000 ke Rekening 39502716
HRD,Data Gaji NIK 5578 atas nama Karyawan-37
HRD,Data Gaji NIK 8879 atas nama Karyawan-68
Strategi,Rencana Proyek Rahasia Strategis Kode-623
Keuangan,Transfer Rp 19000000 ke Rekening 23724996
IT Security,Server IP 116.186 API: CEEQOKMUJS
Keuangan,Transfer Rp 29000000 ke Rekening 22025197
IT Security,Server IP 152.6 API: OMMVBJAQSW
Keuangan,Transfer Rp 79000000 ke Rekening 19498148
Strategi,Rencana Proyek Rahasia Strategis Kode-613
Keuangan,Transfer Rp 27000000 ke Rekening 33396363
IT Security,Server IP 65.92 API: HIAUZWWIAQ
Keuangan,Transfer Rp 87000000 ke Rekening 75857337
Strategi,Rencana Proyek Rahasia Strategis Kode-618
IT Security,Server IP 167.230 API: TIKGYTURWS
Strategi,Rencana Proyek Rahasia Strategis Kode-373
HRD,Data Gaji NIK 9266 atas nama Karyawan-18
Strategi,Rencana Proyek Rahasia Strategis Kode-815
Strategi,Rencana Proyek Rahasia Strategis Kode-330
Strategi,Rencana Proyek Rahasia Strategis Kode-357
Strategi,Rencana Proyek Rahasia Strategis Kode-449
Strategi,Rencana Proyek Rahasia Strategis Kode-868
IT Security,Server IP 243.32 API: QFPZDLRLRY
Keuangan,Transfer Rp 46000000 ke Rekening 96838178
IT Security,Server IP 157.49 API: RALEUJLIZA
Keuangan,Transfer Rp 62000000 ke Rekening 94715902
IT Security,Server IP 82.249 API: QGLHEVBNNB
Keuangan,Transfer Rp 42000000 ke Rekening 52184851
Strategi,Rencana Proyek Rahasia Strategis Kode-158
IT Security,Server IP 140.114 API: YJSYOMUSUU
IT Security,Server IP 232.54 API: STDJDMFEOU
HRD,Data Gaji NIK 5931 atas nama Karyawan-70
Strategi,Rencana Proyek Rahasia Strategis Kode-861
HRD,Data Gaji NIK 7569 atas nama Karyawan-24
IT Security,Server IP 236.198 API: WZZAOZDZLY
IT Security,Server IP 94.126 API: IJKEUXYUIM
HRD,Data Gaji NIK 5081 atas nama Karyawan-5
IT Security,Server IP 49.176 API: WMJRSSTNCC
HRD,Data Gaji NIK 6230 atas nama Karyawan-33
Keuangan,Transfer Rp 55000000 ke Rekening 84491737
Strategi,Rencana Proyek Rahasia Strategis Kode-742
Strategi,Rencana Proyek Rahasia Strategis Kode-144
HRD,Data Gaji NIK 1570 atas nama Karyawan-79
Keuangan,Transfer Rp 78000000 ke Rekening 22131983
HRD,Data Gaji NIK 7316 atas nama Karyawan-71
IT Security,Server IP 239.110 API: ZARTJVPYOQ
HRD,Data Gaji NIK 6618 atas nama Karyawan-7
Strategi,Rencana Proyek Rahasia Strategis Kode-697
IT Security,Server IP 26.206 API: LFTYAWNEPX
Strategi,Rencana Proyek Rahasia Strategis Kode-591
IT Security,Server IP 204.210 API: MXZSZCYCGD
Keuangan,Transfer Rp 74000000 ke Rekening 57797199
HRD,Data Gaji NIK 5537 atas nama Karyawan-24
Strategi,Rencana Proyek Rahasia Strategis Kode-950
IT Security,Server IP 109.65 API: OKIPRCTNRN
Strategi,Rencana Proyek Rahasia Strategis Kode-560
IT Security,Server IP 174.185 API: SJWHDDECQB
Keuangan,Transfer Rp 75000000 ke Rekening 39140853
Keuangan,Transfer Rp 45000000 ke Rekening 22985340
HRD,Data Gaji NIK 6678 atas nama Karyawan-14
HRD,Data Gaji NIK 1042 atas nama Karyawan-85
IT Security,Server IP 165.187 API: WFUSUXRKTX
IT Security,Server IP 48.38 API: LDWBUACRES
IT Security,Server IP 37.80 API: KPNTNYCXZK
Strategi,Rencana Proyek Rahasia Strategis Kode-899
HRD,Data Gaji NIK 2109 atas nama Karyawan-53
Keuangan,Transfer Rp 33000000 ke Rekening 41710476
Keuangan,Transfer Rp 1000000 ke Rekening 40942267
HRD,Data Gaji NIK 1679 atas nama Karyawan-88
Keuangan,Transfer Rp 77000000 ke Rekening 26173023
Keuangan,Transfer Rp 62000000 ke Rekening 31975353
Keuangan,Transfer Rp 71000000 ke Rekening 80533408
Strategi,Rencana Proyek Rahasia Strategis Kode-419
HRD,Data Gaji NIK 4698 atas nama Karyawan-17
Strategi,Rencana Proyek Rahasia Strategis Kode-867
Strategi,Rencana Proyek Rahasia Strategis Kode-720
HRD,Data Gaji NIK 2264 atas nama Karyawan-1
IT Security,Server IP 125.8 API: OCUOBEBZHM
HRD,Data Gaji NIK 8004 atas nama Karyawan-43
Strategi,Rencana Proyek Rahasia Strategis Kode-980
IT Security,Server IP 191.24 API: BWXJKIZXUC
IT Security,Server IP 37.78 API: WWVADMVDBJ
IT Security,Server IP 185.141 API: YHPVFZOLSZ
IT Security,Server IP 176.169 API: BSLLGDYBTD
Keuangan,Transfer Rp 100000000 ke Rekening 70960857
IT Security,Server IP 164.29 API: LAZPAGKTXO
IT Security,Server IP 6.3 API: YJFJCUQOYH
Keuangan,Transfer Rp 72000000 ke Rekening 34098246
Strategi,Rencana Proyek Rahasia Strategis Kode-377
IT Security,Server IP 254.179 API: PRQREKHOOA
Strategi,Rencana Proyek Rahasia Strategis Kode-507
Strategi,Rencana Proyek Rahasia Strategis Kode-405
Keuangan,Transfer Rp 84000000 ke Rekening 96718931
Keuangan,Transfer Rp 31000000 ke Rekening 94028121
Strategi,Rencana Proyek Rahasia Strategis Kode-891
HRD,Data Gaji NIK 3760 atas nama Karyawan-23
Strategi,Rencana Proyek Rahasia Strategis Kode-423
IT Security,Server IP 158.98 API: DGEQFPAKFL
Strategi,Rencana Proyek Rahasia Strategis Kode-227
Strategi,Rencana Proyek Rahasia Strategis Kode-381
IT Security,Server IP 242.36 API: LMPFRXVFFE
Strategi,Rencana Proyek Rahasia Strategis Kode-674
Keuangan,Transfer Rp 82000000 ke Rekening 10399771
Strategi,Rencana Proyek Rahasia Strategis Kode-251
HRD,Data Gaji NIK 7222 atas nama Karyawan-70
IT Security,Server IP 158.142 API: MJGLZXWHBT
Strategi,Rencana Proyek Rahasia Strategis Kode-886
Keuangan,Transfer Rp 42000000 ke Rekening 74608580
HRD,Data Gaji NIK 2470 atas nama Karyawan-68
IT Security,Server IP 195.188 API: VAHUQIADCU
Keuangan,Transfer Rp 60000000 ke Rekening 19254225
Keuangan,Transfer Rp 11000000 ke Rekening 68154387
Strategi,Rencana Proyek Rahasia Strategis Kode-662
Keuangan,Transfer Rp 1000000 ke Rekening 56244844
Keuangan,Transfer Rp 52000000 ke Rekening 52199713
HRD,Data Gaji NIK 3369 atas nama Karyawan-100
Strategi,Rencana Proyek Rahasia Strategis Kode-414
IT Security,Server IP 192.143 API: QRKZGDHCMO
Strategi,Rencana Proyek Rahasia Strategis Kode-329
Keuangan,Transfer Rp 96000000 ke Rekening 45049132
Strategi,Rencana Proyek Rahasia Strategis Kode-983
Keuangan,Transfer Rp 78000000 ke Rekening 60323520
Strategi,Rencana Proyek Rahasia Strategis Kode-480
Strategi,Rencana Proyek Rahasia Strategis Kode-237
Strategi,Rencana Proyek Rahasia Strategis Kode-457
IT Security,Server IP 31.229 API: QABOCPIYTL
HRD,Data Gaji NIK 4718 atas nama Karyawan-36
Strategi,Rencana Proyek Rahasia Strategis Kode-971
HRD,Data Gaji NIK 5314 atas nama Karyawan-27
Strategi,Rencana Proyek Rahasia Strategis Kode-647
HRD,Data Gaji NIK 3223 atas nama Karyawan-49
HRD,Data Gaji NIK 7740 atas nama Karyawan-4
Keuangan,Transfer Rp 75000000 ke Rekening 90809417
Strategi,Rencana Proyek Rahasia Strategis Kode-166
HRD,Data Gaji NIK 5606 atas nama Karyawan-98
IT Security,Server IP 188.123 API: IXPNNYUGMT
Strategi,Rencana Proyek Rahasia Strategis Kode-101
Strategi,Rencana Proyek Rahasia Strategis Kode-534
HRD,Data Gaji NIK 3891 atas nama Karyawan-46
Strategi,Rencana Proyek Rahasia Strategis Kode-985
IT Security,Server IP 231.60 API: AUCMMQAUCW
Keuangan,Transfer Rp 97000000 ke Rekening 96944350
Strategi,Rencana Proyek Rahasia Strategis Kode-292
Keuangan,Transfer Rp 66000000 ke Rekening 53369420
IT Security,Server IP 27.33 API: EBCWUQNLPH
Keuangan,Transfer Rp 76000000 ke Rekening 51945807
Keuangan,Transfer Rp 86000000 ke Rekening 92231310
IT Security,Server IP 248.212 API: CEGBKJLGFK
Keuangan,Transfer Rp 79000000 ke Rekening 67529866
Keuangan,Transfer Rp 78000000 ke Rekening 96500056
Strategi,Rencana Proyek Rahasia Strategis Kode-281
HRD,Data Gaji NIK 1517 atas nama Karyawan-64
Strategi,Rencana Proyek Rahasia Strategis Kode-719
Keuangan,Transfer Rp 70000000 ke Rekening 63169419
IT Security,Server IP 51.229 API: MCHMJZUEDA
Keuangan,Transfer Rp 82000000 ke Rekening 16919878
Strategi,Rencana Proyek Rahasia Strategis Kode-223
Keuangan,Transfer Rp 63000000 ke Rekening 18130195
IT Security,Server IP 234.119 API: RGNPWVORWA
IT Security,Server IP 103.25 API: HEIYSTSYEK
IT Security,Server IP 71.98 API: HMLZRQQXRD
Keuangan,Transfer Rp 77000000 ke Rekening 89461921
Strategi,Rencana Proyek Rahasia Strategis Kode-343
Keuangan,Transfer Rp 92000000 ke Rekening 22645146
IT Security,Server IP 166.93 API: MZQYYEBZJR
HRD,Data Gaji NIK 8548 atas nama Karyawan-13
IT Security,Server IP 93.178 API: LQZGDJSHCJ
Strategi,Rencana Proyek Rahasia Strategis Kode-629
HRD,Data Gaji NIK 1372 atas nama Karyawan-44
HRD,Data Gaji NIK 4773 atas nama Karyawan-53
HRD,Data Gaji NIK 4676 atas nama Karyawan-15
HRD,Data Gaji NIK 7328 atas nama Karyawan-87
Keuangan,Transfer Rp 27000000 ke Rekening 24959392
HRD,Data Gaji NIK 9379 atas nama Karyawan-17
IT Security,Server IP 246.114 API: YZRXKJMDHC
Strategi,Rencana Proyek Rahasia Strategis Kode-757
IT Security,Server IP 212.58 API: SXBIBXURCP
HRD,Data Gaji NIK 4332 atas nama Karyawan-66
HRD,Data Gaji NIK 4699 atas nama Karyawan-40
HRD,Data Gaji NIK 1625 atas nama Karyawan-31
Strategi,Rencana Proyek Rahasia Strategis Kode-173
IT Security,Server IP 76.69 API: INKGRZBBGS
HRD,Data Gaji NIK 7994 atas nama Karyawan-42
IT Security,Server IP 9.227 API: NEIJFSGPMA
HRD,Data Gaji NIK 2198 atas nama Karyawan-13
Keuangan,Transfer Rp 56000000 ke Rekening 46530788
Strategi,Rencana Proyek Rahasia Strategis Kode-512
IT Security,Server IP 216.134 API: ZSCSYXNKZI
Keuangan,Transfer Rp 2000000 ke Rekening 98228949
Keuangan,Transfer Rp 55000000 ke Rekening 47216598
Keuangan,Transfer Rp 60000000 ke Rekening 15064490
Strategi,Rencana Proyek Rahasia Strategis Kode-969
Strategi,Rencana Proyek Rahasia Strategis Kode-332
HRD,Data Gaji NIK 5015 atas nama Karyawan-88
IT Security,Server IP 154.106 API: ABUWPSEUAL
IT Security,Server IP 90.61 API: RYYEOHKFPK
Keuangan,Transfer Rp 6000000 ke Rekening 13554322
HRD,Data Gaji NIK 3230 atas nama Karyawan-51
HRD,Data Gaji NIK 2714 atas nama Karyawan-28
Keuangan,Transfer Rp 83000000 ke Rekening 17877722
Keuangan,Transfer Rp 98000000 ke Rekening 26494435
Strategi,Rencana Proyek Rahasia Strategis Kode-328
Keuangan,Transfer Rp 24000000 ke Rekening 82378506
HRD,Data Gaji NIK 6548 atas nama Karyawan-3
HRD,Data Gaji NIK 2748 atas nama Karyawan-12
HRD,Data Gaji NIK 8717 atas nama Karyawan-85
Strategi,Rencana Proyek Rahasia Strategis Kode-646
IT Security,Server IP 7.171 API: KSZFQGRMFJ
HRD,Data Gaji NIK 8728 atas nama Karyawan-28
Strategi,Rencana Proyek Rahasia Strategis Kode-613
HRD,Data Gaji NIK 4329 atas nama Karyawan-94
Keuangan,Transfer Rp 99000000 ke Rekening 46828919
Keuangan,Transfer Rp 57000000 ke Rekening 47362996
Strategi,Rencana Proyek Rahasia Strategis Kode-851
Keuangan,Transfer Rp 23000000 ke Rekening 81613033
HRD,Data Gaji NIK 2651 atas nama Karyawan-3
Strategi,Rencana Proyek Rahasia Strategis Kode-696
IT Security,Server IP 41.190 API: JWWQLGJAZG
Keuangan,Transfer Rp 22000000 ke Rekening 58354237
HRD,Data Gaji NIK 2572 atas nama Karyawan-6
HRD,Data Gaji NIK 2865 atas nama Karyawan-54
HRD,Data Gaji NIK 6916 atas nama Karyawan-61
Strategi,Rencana Proyek Rahasia Strategis Kode-637
Keuangan,Transfer Rp 55000000 ke Rekening 80961243
HRD,Data Gaji NIK 3097 atas nama Karyawan-23
Strategi,Rencana Proyek Rahasia Strategis Kode-660
Keuangan,Transfer Rp 74000000 ke Rekening 64573405
HRD,Data Gaji NIK 8236 atas nama Karyawan-61
Strategi,Rencana Proyek Rahasia Strategis Kode-411
IT Security,Server IP 31.3 API: KQVKWSGTJL
HRD,Data Gaji NIK 9768 atas nama Karyawan-75
Keuangan,Transfer Rp 50000000 ke Rekening 14092167
HRD,Data Gaji NIK 8685 atas nama Karyawan-58
Strategi,Rencana Proyek Rahasia Strategis Kode-708
HRD,Data Gaji NIK 2340 atas nama Karyawan-91
Keuangan,Transfer Rp 29000000 ke Rekening 29682968
Keuangan,Transfer Rp 22000000 ke Rekening 61974069
HRD,Data Gaji NIK 6379 atas nama Karyawan-81
Keuangan,Transfer Rp 4000000 ke Rekening 65435633
Strategi,Rencana Proyek Rahasia Strategis Kode-174
IT Security,Server IP 15.40 API: XZFDNDLAGY
Strategi,Rencana Proyek Rahasia Strategis Kode-685
HRD,Data Gaji NIK 6213 atas nama Karyawan-94
HRD,Data Gaji NIK 8981 atas nama Karyawan-93
HRD,Data Gaji NIK 6147 atas nama Karyawan-36
Strategi,Rencana Proyek Rahasia Strategis Kode-939
IT Security,Server IP 223.212 API: DQKKVEINCY
Keuangan,Transfer Rp 77000000 ke Rekening 85899826
HRD,Data Gaji NIK 2710 atas nama Karyawan-35
Keuangan,Transfer Rp 20000000 ke Rekening 55898518
IT Security,Server IP 53.93 API: HJQIQBQCVK
Keuangan,Transfer Rp 2000000 ke Rekening 62069736
Strategi,Rencana Proyek Rahasia Strategis Kode-694
IT Security,Server IP 73.51 API: JAHHUNGWKT
HRD,Data Gaji NIK 1049 atas nama Karyawan-23
Keuangan,Transfer Rp 19000000 ke Rekening 56046518
IT Security,Server IP 237.29 API: BCMEPSTLMK
Strategi,Rencana Proyek Rahasia Strategis Kode-882
Strategi,Rencana Proyek Rahasia Strategis Kode-566
IT Security,Server IP 223.200 API: TVTTMREDYO
IT Security,Server IP 182.101 API: NKKBRFZVPX
IT Security,Server IP 61.182 API: MDCNQJOKDK
HRD,Data Gaji NIK 6576 atas nama Karyawan-8
IT Security,Server IP 1.98 API: DACCDHMRAW
IT Security,Server IP 166.140 API: QTQLJMOSVI
Strategi,Rencana Proyek Rahasia Strategis Kode-690
HRD,Data Gaji NIK 4369 atas nama Karyawan-96
Strategi,Rencana Proyek Rahasia Strategis Kode-288
HRD,Data Gaji NIK 9621 atas nama Karyawan-84
HRD,Data Gaji NIK 6859 atas nama Karyawan-81
IT Security,Server IP 106.44 API: RZDUZNMRAX
HRD,Data Gaji NIK 2085 atas nama Karyawan-74
HRD,Data Gaji NIK 3937 atas nama Karyawan-53
HRD,Data Gaji NIK 9933 atas nama Karyawan-34
Keuangan,Transfer Rp 64000000 ke Rekening 59657965
Strategi,Rencana Proyek Rahasia Strategis Kode-590
IT Security,Server IP 229.225 API: AGWAHKCEMQ
Keuangan,Transfer Rp 86000000 ke Rekening 69854528
